"train/timestep","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MAX"
"520000","520","520","520","5213.916719","5213.916719","5213.916719","520","520","520","4697.5036324","4697.5036324","4697.5036324","520","520","520","4635.1739498","4635.1739498","4635.1739498","520","520","520","4685.7049642","4685.7049642","4685.7049642","520","520","520","5343.5820282","5343.5820282","5343.5820282","520","520","520","4951.214436200001","4951.214436200001","4951.214436200001","520","520","520","5153.3152336","5153.3152336","5153.3152336","520","520","520","5409.524528600001","5409.524528600001","5409.524528600001","520","520","520","5001.6424633999995","5001.6424633999995","5001.6424633999995","520","520","520","5011.0096484000005","5011.0096484000005","5011.0096484000005","520","520","520","5647.144103199999","5647.144103199999","5647.144103199999","520","520","520","5379.544840799999","5379.544840799999","5379.544840799999"
"521000","521","521","521","5236.7339534","5236.7339534","5236.7339534","521","521","521","4704.5331496","4704.5331496","4704.5331496","521","521","521","4631.5091922","4631.5091922","4631.5091922","521","521","521","4658.088039","4658.088039","4658.088039","521","521","521","5545.5483533999995","5545.5483533999995","5545.5483533999995","521","521","521","4898.152720399999","4898.152720399999","4898.152720399999","521","521","521","5130.280202799999","5130.280202799999","5130.280202799999","521","521","521","5488.0345622","5488.0345622","5488.0345622","521","521","521","5051.2380140000005","5051.2380140000005","5051.2380140000005","521","521","521","5194.8701246","5194.8701246","5194.8701246","521","521","521","5353.3539032","5353.3539032","5353.3539032","521","521","521","5457.735208600001","5457.735208600001","5457.735208600001"
"522000","522","522","522","5212.8500434","5212.8500434","5212.8500434","522","522","522","4550.4287508","4550.4287508","4550.4287508","522","522","522","4593.488815","4593.488815","4593.488815","522","522","522","4570.073334799999","4570.073334799999","4570.073334799999","522","522","522","5519.5415108","5519.5415108","5519.5415108","522","522","522","5031.464091","5031.464091","5031.464091","522","522","522","5180.1981","5180.1981","5180.1981","522","522","522","5620.4668833999995","5620.4668833999995","5620.4668833999995","522","522","522","5002.5999944","5002.5999944","5002.5999944","522","522","522","4982.5110251999995","4982.5110251999995","4982.5110251999995","522","522","522","5340.8135792","5340.8135792","5340.8135792","522","522","522","5486.0753614000005","5486.0753614000005","5486.0753614000005"
"523000","523","523","523","5419.0761642","5419.0761642","5419.0761642","523","523","523","4688.6086178000005","4688.6086178000005","4688.6086178000005","523","523","523","4470.4476358","4470.4476358","4470.4476358","523","523","523","4596.694167600001","4596.694167600001","4596.694167600001","523","523","523","5212.3849042","5212.3849042","5212.3849042","523","523","523","4835.729297399999","4835.729297399999","4835.729297399999","523","523","523","5154.0327122","5154.0327122","5154.0327122","523","523","523","5462.9086265999995","5462.9086265999995","5462.9086265999995","523","523","523","5055.3933892","5055.3933892","5055.3933892","523","523","523","5082.541353400001","5082.541353400001","5082.541353400001","523","523","523","5342.3769024","5342.3769024","5342.3769024","523","523","523","5397.3425914","5397.3425914","5397.3425914"
"524000","524","524","524","5322.686858000001","5322.686858000001","5322.686858000001","524","524","524","4810.2398684","4810.2398684","4810.2398684","524","524","524","4611.0018187999995","4611.0018187999995","4611.0018187999995","524","524","524","4620.604676","4620.604676","4620.604676","524","524","524","5083.9182864","5083.9182864","5083.9182864","524","524","524","4894.695859199999","4894.695859199999","4894.695859199999","524","524","524","5074.2167526","5074.2167526","5074.2167526","524","524","524","5540.8742826","5540.8742826","5540.8742826","524","524","524","5009.267849","5009.267849","5009.267849","524","524","524","5113.8404718","5113.8404718","5113.8404718","524","524","524","5324.686776799999","5324.686776799999","5324.686776799999","524","524","524","5352.895353","5352.895353","5352.895353"
"525000","525","525","525","5155.277019800001","5155.277019800001","5155.277019800001","525","525","525","4635.24465","4635.24465","4635.24465","525","525","525","4466.2345598","4466.2345598","4466.2345598","525","525","525","4694.689755","4694.689755","4694.689755","525","525","525","5319.71405","5319.71405","5319.71405","525","525","525","5018.8194318000005","5018.8194318000005","5018.8194318000005","525","525","525","4798.527440600001","4798.527440600001","4798.527440600001","525","525","525","5600.6498546","5600.6498546","5600.6498546","525","525","525","5125.406349","5125.406349","5125.406349","525","525","525","5126.242712","5126.242712","5126.242712","525","525","525","5196.904423","5196.904423","5196.904423","525","525","525","5390.8819646","5390.8819646","5390.8819646"
"526000","526","526","526","5248.9876994","5248.9876994","5248.9876994","526","526","526","4689.4519534","4689.4519534","4689.4519534","526","526","526","4481.913844799999","4481.913844799999","4481.913844799999","526","526","526","4587.281763","4587.281763","4587.281763","526","526","526","5315.9848334","5315.9848334","5315.9848334","526","526","526","4989.6079912000005","4989.6079912000005","4989.6079912000005","526","526","526","5111.167658400001","5111.167658400001","5111.167658400001","526","526","526","5541.223386","5541.223386","5541.223386","526","526","526","5099.9127454","5099.9127454","5099.9127454","526","526","526","5053.5897308","5053.5897308","5053.5897308","526","526","526","5432.750551800001","5432.750551800001","5432.750551800001","526","526","526","5458.6860886","5458.6860886","5458.6860886"
"527000","527","527","527","5382.7833924","5382.7833924","5382.7833924","527","527","527","4694.5626038","4694.5626038","4694.5626038","527","527","527","4540.4210616","4540.4210616","4540.4210616","527","527","527","4598.028636","4598.028636","4598.028636","527","527","527","5432.5384582","5432.5384582","5432.5384582","527","527","527","5025.3189514","5025.3189514","5025.3189514","527","527","527","5014.944181000001","5014.944181000001","5014.944181000001","527","527","527","5788.0569014","5788.0569014","5788.0569014","527","527","527","4911.103009","4911.103009","4911.103009","527","527","527","5027.147496","5027.147496","5027.147496","527","527","527","5265.9781208","5265.9781208","5265.9781208","527","527","527","5289.394508400001","5289.394508400001","5289.394508400001"
"528000","528","528","528","5198.439478400001","5198.439478400001","5198.439478400001","528","528","528","4602.8382178","4602.8382178","4602.8382178","528","528","528","4605.0466238","4605.0466238","4605.0466238","528","528","528","4669.5444396","4669.5444396","4669.5444396","528","528","528","5435.7376865999995","5435.7376865999995","5435.7376865999995","528","528","528","4990.3351374","4990.3351374","4990.3351374","528","528","528","4987.110287","4987.110287","4987.110287","528","528","528","5583.1783061999995","5583.1783061999995","5583.1783061999995","528","528","528","4904.588298000001","4904.588298000001","4904.588298000001","528","528","528","5165.5881738","5165.5881738","5165.5881738","528","528","528","5233.0794508","5233.0794508","5233.0794508","528","528","528","5348.83796","5348.83796","5348.83796"
"529000","529","529","529","5295.1511252","5295.1511252","5295.1511252","529","529","529","4614.391135600001","4614.391135600001","4614.391135600001","529","529","529","4589.783242200001","4589.783242200001","4589.783242200001","529","529","529","4592.8367702000005","4592.8367702000005","4592.8367702000005","529","529","529","5315.6800078","5315.6800078","5315.6800078","529","529","529","5015.4775438","5015.4775438","5015.4775438","529","529","529","5001.9930836","5001.9930836","5001.9930836","529","529","529","5058.9064638","5058.9064638","5058.9064638","529","529","529","4960.1841824","4960.1841824","4960.1841824","529","529","529","4904.4984882","4904.4984882","4904.4984882","529","529","529","5264.0959136","5264.0959136","5264.0959136","529","529","529","5440.958389000001","5440.958389000001","5440.958389000001"
"530000","530","530","530","5490.3129548","5490.3129548","5490.3129548","530","530","530","4749.9811534","4749.9811534","4749.9811534","530","530","530","4661.5797528","4661.5797528","4661.5797528","530","530","530","4599.183952199999","4599.183952199999","4599.183952199999","530","530","530","5300.9977532","5300.9977532","5300.9977532","530","530","530","5010.238898199999","5010.238898199999","5010.238898199999","530","530","530","4864.390228800001","4864.390228800001","4864.390228800001","530","530","530","5544.7487439999995","5544.7487439999995","5544.7487439999995","530","530","530","5057.18612","5057.18612","5057.18612","530","530","530","4934.8486164000005","4934.8486164000005","4934.8486164000005","530","530","530","5218.601982799999","5218.601982799999","5218.601982799999","530","530","530","5531.5677668","5531.5677668","5531.5677668"
"531000","531","531","531","5415.636106399999","5415.636106399999","5415.636106399999","531","531","531","4542.549953","4542.549953","4542.549953","","","","","","","531","531","531","4737.099423199999","4737.099423199999","4737.099423199999","531","531","531","5427.2871522000005","5427.2871522000005","5427.2871522000005","531","531","531","5085.3851384","5085.3851384","5085.3851384","531","531","531","5111.9909536000005","5111.9909536000005","5111.9909536000005","531","531","531","5412.9135774","5412.9135774","5412.9135774","531","531","531","4858.8031762","4858.8031762","4858.8031762","531","531","531","5217.393493400001","5217.393493400001","5217.393493400001","531","531","531","5233.6112838","5233.6112838","5233.6112838","531","531","531","5405.33822","5405.33822","5405.33822"
"532000","532","532","532","5134.752030199999","5134.752030199999","5134.752030199999","532","532","532","4623.8454856","4623.8454856","4623.8454856","","","","","","","532","532","532","4628.280850599999","4628.280850599999","4628.280850599999","532","532","532","5504.213453599999","5504.213453599999","5504.213453599999","532","532","532","4924.8804709999995","4924.8804709999995","4924.8804709999995","532","532","532","5061.692296","5061.692296","5061.692296","532","532","532","5499.5606774","5499.5606774","5499.5606774","532","532","532","4978.617434","4978.617434","4978.617434","532","532","532","5214.3264798","5214.3264798","5214.3264798","532","532","532","5136.201892","5136.201892","5136.201892","532","532","532","5275.086152399999","5275.086152399999","5275.086152399999"
"533000","533","533","533","5617.4264554","5617.4264554","5617.4264554","533","533","533","4715.9463412","4715.9463412","4715.9463412","","","","","","","533","533","533","4678.7047594000005","4678.7047594000005","4678.7047594000005","533","533","533","5508.2325108","5508.2325108","5508.2325108","533","533","533","4919.2595004","4919.2595004","4919.2595004","533","533","533","4942.3959806","4942.3959806","4942.3959806","533","533","533","5541.9332030000005","5541.9332030000005","5541.9332030000005","533","533","533","5037.041675400001","5037.041675400001","5037.041675400001","533","533","533","5264.7841192","5264.7841192","5264.7841192","533","533","533","5236.4324002","5236.4324002","5236.4324002","533","533","533","5283.1046148000005","5283.1046148000005","5283.1046148000005"
"534000","534","534","534","5470.5401998","5470.5401998","5470.5401998","534","534","534","4687.460668199999","4687.460668199999","4687.460668199999","","","","","","","534","534","534","4722.6844958","4722.6844958","4722.6844958","534","534","534","5535.099606999999","5535.099606999999","5535.099606999999","534","534","534","5033.341325400001","5033.341325400001","5033.341325400001","534","534","534","4912.617126","4912.617126","4912.617126","534","534","534","5510.622372","5510.622372","5510.622372","534","534","534","4981.2667026","4981.2667026","4981.2667026","534","534","534","5062.447646400001","5062.447646400001","5062.447646400001","534","534","534","5247.006625399999","5247.006625399999","5247.006625399999","534","534","534","5323.6963574","5323.6963574","5323.6963574"
"535000","535","535","535","5082.545738","5082.545738","5082.545738","535","535","535","4675.6931432","4675.6931432","4675.6931432","","","","","","","535","535","535","4597.770719599999","4597.770719599999","4597.770719599999","535","535","535","5471.9794672","5471.9794672","5471.9794672","535","535","535","5010.0838944","5010.0838944","5010.0838944","535","535","535","4963.3090696","4963.3090696","4963.3090696","535","535","535","5615.858513000001","5615.858513000001","5615.858513000001","535","535","535","5129.2814597999995","5129.2814597999995","5129.2814597999995","535","535","535","5136.3745244","5136.3745244","5136.3745244","535","535","535","5137.2447735999995","5137.2447735999995","5137.2447735999995","535","535","535","5309.729862","5309.729862","5309.729862"
"536000","536","536","536","5277.473568400001","5277.473568400001","5277.473568400001","536","536","536","4772.4657608","4772.4657608","4772.4657608","","","","","","","536","536","536","4719.869624","4719.869624","4719.869624","536","536","536","5441.6175598","5441.6175598","5441.6175598","536","536","536","4944.2157754","4944.2157754","4944.2157754","536","536","536","4887.8321559999995","4887.8321559999995","4887.8321559999995","536","536","536","5693.1310914","5693.1310914","5693.1310914","536","536","536","5070.220253","5070.220253","5070.220253","536","536","536","5238.334344","5238.334344","5238.334344","536","536","536","5486.0647946","5486.0647946","5486.0647946","536","536","536","5366.6477234","5366.6477234","5366.6477234"
"537000","537","537","537","5280.7995338","5280.7995338","5280.7995338","537","537","537","4743.9453682","4743.9453682","4743.9453682","","","","","","","537","537","537","4722.4672286","4722.4672286","4722.4672286","537","537","537","5427.7981994","5427.7981994","5427.7981994","537","537","537","4935.8553212","4935.8553212","4935.8553212","537","537","537","5165.746400800001","5165.746400800001","5165.746400800001","537","537","537","5642.912971","5642.912971","5642.912971","537","537","537","5008.215295999999","5008.215295999999","5008.215295999999","537","537","537","5012.618047","5012.618047","5012.618047","537","537","537","5259.6663762","5259.6663762","5259.6663762","537","537","537","5227.0665124","5227.0665124","5227.0665124"
"538000","538","538","538","5169.406984200001","5169.406984200001","5169.406984200001","538","538","538","4603.7002584","4603.7002584","4603.7002584","","","","","","","538","538","538","4774.6625046","4774.6625046","4774.6625046","538","538","538","5224.572032599999","5224.572032599999","5224.572032599999","538","538","538","4917.2266224","4917.2266224","4917.2266224","538","538","538","4868.1631204","4868.1631204","4868.1631204","538","538","538","5571.943578","5571.943578","5571.943578","","","","","","","538","538","538","5095.802374000001","5095.802374000001","5095.802374000001","538","538","538","5116.5742576","5116.5742576","5116.5742576","538","538","538","5340.9649676","5340.9649676","5340.9649676"
"539000","539","539","539","5298.3060486","5298.3060486","5298.3060486","539","539","539","4550.996823200001","4550.996823200001","4550.996823200001","","","","","","","539","539","539","4676.4067702","4676.4067702","4676.4067702","539","539","539","5422.311292200001","5422.311292200001","5422.311292200001","539","539","539","4936.9753048","4936.9753048","4936.9753048","539","539","539","4941.221784599999","4941.221784599999","4941.221784599999","539","539","539","5510.6575385999995","5510.6575385999995","5510.6575385999995","","","","","","","539","539","539","4902.9341342","4902.9341342","4902.9341342","539","539","539","5296.7564242","5296.7564242","5296.7564242","539","539","539","5280.5794634","5280.5794634","5280.5794634"
"540000","540","540","540","5432.516697","5432.516697","5432.516697","540","540","540","4677.1415536","4677.1415536","4677.1415536","","","","","","","540","540","540","4735.6181746","4735.6181746","4735.6181746","540","540","540","5198.6935822","5198.6935822","5198.6935822","540","540","540","4833.0983375999995","4833.0983375999995","4833.0983375999995","540","540","540","5064.630946","5064.630946","5064.630946","540","540","540","5457.0251674","5457.0251674","5457.0251674","","","","","","","540","540","540","5037.3651368","5037.3651368","5037.3651368","540","540","540","5410.155145","5410.155145","5410.155145","540","540","540","5408.0012455999995","5408.0012455999995","5408.0012455999995"
"541000","541","541","541","5405.452807","5405.452807","5405.452807","541","541","541","4735.5928208","4735.5928208","4735.5928208","","","","","","","541","541","541","4624.1744304","4624.1744304","4624.1744304","541","541","541","5363.303908600001","5363.303908600001","5363.303908600001","541","541","541","4836.0225042","4836.0225042","4836.0225042","541","541","541","5068.2785776","5068.2785776","5068.2785776","541","541","541","5648.4116384","5648.4116384","5648.4116384","","","","","","","541","541","541","4880.6941642","4880.6941642","4880.6941642","541","541","541","5007.7507142","5007.7507142","5007.7507142","541","541","541","5231.84151","5231.84151","5231.84151"
"542000","542","542","542","5399.341683","5399.341683","5399.341683","542","542","542","4769.127856","4769.127856","4769.127856","","","","","","","542","542","542","4716.454561199999","4716.454561199999","4716.454561199999","542","542","542","5462.6514396","5462.6514396","5462.6514396","542","542","542","4947.019452","4947.019452","4947.019452","542","542","542","5015.4871488","5015.4871488","5015.4871488","542","542","542","5558.0587064","5558.0587064","5558.0587064","","","","","","","542","542","542","5192.0096614","5192.0096614","5192.0096614","542","542","542","5455.9854736","5455.9854736","5455.9854736","542","542","542","5087.896610000001","5087.896610000001","5087.896610000001"
"543000","543","543","543","5452.4079956000005","5452.4079956000005","5452.4079956000005","543","543","543","4714.514243","4714.514243","4714.514243","","","","","","","543","543","543","4712.7583422","4712.7583422","4712.7583422","543","543","543","5197.7906298","5197.7906298","5197.7906298","","","","","","","543","543","543","5053.2734792","5053.2734792","5053.2734792","543","543","543","5611.6488308","5611.6488308","5611.6488308","","","","","","","543","543","543","5031.5214526","5031.5214526","5031.5214526","543","543","543","5302.760901799999","5302.760901799999","5302.760901799999","543","543","543","5189.4022504","5189.4022504","5189.4022504"
